"house_age","needs_renovation","house_price","house_sold","number_of_bedrooms","lot_size","garage_presence"
20,"0",501847.820740005,"1",4,170,"0"
49,"0",818705.852750277,"0",1,495,"1"
3,"1",727312.383627418,"1",5,311,"1"
22,"0",494758.45105349,"0",3,168,"1"
17,"0",664432.140878913,"1",3,297,"0"
26,"1",499960.909928673,"1",1,229,"0"
5,"0",578269.061534576,"1",3,192,"1"
29,"0",844068.8954598,"0",5,447,"0"
4,"0",836450.611043355,"1",3,388,"1"
4,"0",700421.221018617,"1",3,285,"1"
9,"0",888786.248341671,"1",4,433,"1"
16,"0",621524.893549146,"1",3,252,"1"
42,"0",787499.218281564,"1",3,441,"1"
33,"1",535843.859701844,"1",1,273,"0"
50,"0",529937.895930774,"1",2,269,"1"
46,"0",660348.982834721,"1",3,351,"1"
24,"0",307783.524062891,"0",1,53,"0"
49,"0",575147.906926033,"1",1,316,"0"
18,"1",659447.367311859,"1",2,317,"1"
37,"0",776870.387117596,"0",1,435,"1"
5,"0",546644.736186752,"1",5,154,"1"
13,"0",558970.74257613,"0",2,204,"1"
49,"1",317012.841171303,"0",1,141,"0"
10,"1",676938.153865571,"1",1,319,"1"
40,"0",776193.670137045,"1",4,418,"1"
44,"0",610843.826784188,"0",5,292,"1"
5,"0",592148.651883369,"1",3,203,"1"
38,"0",573906.847138432,"0",4,258,"1"
11,"0",443499.579158589,"1",4,106,"0"
12,"0",609164.185953099,"1",2,250,"0"
10,"0",523090.800410928,"1",5,146,"1"
11,"1",601214.388262018,"0",4,239,"1"
31,"0",854752.956543746,"1",3,476,"0"
46,"1",634252.984550877,"1",3,354,"1"
26,"0",369745.122454649,"1",5,75,"0"
11,"0",716827.778684347,"0",5,308,"0"
29,"0",414076.4160553,"1",5,116,"0"
29,"0",557006.302839506,"1",2,240,"1"
9,"0",664132.107702324,"1",1,283,"1"
43,"0",401909.217125677,"1",4,137,"1"
14,"0",543483.719025113,"1",5,172,"1"
43,"0",802911.680493662,"0",5,437,"1"
4,"0",868126.651879629,"1",3,424,"0"
40,"1",756637.829385637,"1",2,441,"1"
39,"0",809646.040986946,"1",2,457,"1"
6,"0",633351.401094611,"1",2,246,"1"
30,"0",881004.086906583,"1",5,477,"0"
38,"1",718717.596489872,"1",3,401,"1"
18,"0",929005.760448987,"0",5,478,"1"
7,"0",378366.940769768,"1",2,51,"1"
0,"0",722076.864489606,"1",2,299,"1"
0,"1",748156.937496097,"1",4,337,"0"
2,"0",479667.636893265,"1",1,134,"0"
18,"0",347313.827402673,"0",2,62,"0"
35,"0",669007.873738373,"1",3,331,"1"
19,"1",779259.602337148,"0",3,412,"0"
39,"1",645347.782267973,"1",5,330,"1"
12,"0",879789.990965377,"1",1,467,"0"
30,"0",813263.390686968,"1",1,446,"1"
45,"0",330491.53878128,"1",3,95,"1"
43,"0",392606.710607586,"1",3,147,"0"
2,"0",734185.211856822,"0",1,322,"1"
36,"1",757576.000879101,"1",1,442,"1"
34,"0",389718.678344422,"1",5,109,"0"
48,"1",624484.20257116,"1",3,360,"0"
19,"0",649877.459892392,"0",3,288,"0"
36,"0",295639.030496783,"0",2,54,"1"
48,"0",522171.046511596,"1",1,265,"1"
18,"0",878761.140226394,"0",4,457,"0"
21,"0",873666.007165739,"1",3,469,"0"
27,"0",482265.644757095,"1",4,163,"1"
6,"0",444074.364100679,"1",4,94,"0"
43,"0",579082.121944744,"0",4,283,"0"
40,"0",835823.134333238,"0",4,465,"1"
45,"1",770144.203366681,"1",4,448,"1"
48,"1",622669.932977088,"1",2,366,"0"
7,"0",827984.032454426,"1",3,390,"1"
25,"0",700073.71747586,"1",5,326,"0"
29,"0",770079.669348837,"1",5,381,"1"
37,"0",602643.827027543,"1",1,310,"0"
7,"0",716633.184309122,"1",4,296,"1"
39,"0",445255.353914666,"1",5,164,"0"
18,"0",856786.146900766,"1",3,447,"0"
13,"1",909476.742967457,"1",3,499,"0"
23,"0",558952.563125031,"1",5,214,"0"
47,"1",292504.017586989,"0",4,84,"1"
46,"0",677469.794744955,"0",3,364,"1"
29,"0",814527.421489964,"1",4,422,"1"
47,"1",457238.558492182,"1",2,237,"0"
34,"0",468002.564625172,"0",1,190,"1"
7,"0",893096.93575076,"1",2,447,"1"
15,"0",398921.763542814,"0",1,93,"1"
12,"0",491575.844658716,"1",1,159,"1"
33,"0",481089.328967148,"0",2,191,"1"
23,"0",583828.736383282,"0",5,224,"1"
29,"0",540085.400437703,"1",1,234,"1"
12,"0",805840.67883897,"1",3,384,"1"
38,"0",687523.118327567,"1",2,361,"1"
40,"0",577206.395032762,"1",1,288,"1"
21,"0",490777.094789023,"1",4,164,"0"
29,"1",409345.834798069,"0",4,144,"0"
38,"0",348547.349303302,"0",5,85,"0"
10,"0",799993.325577174,"0",3,385,"0"
6,"0",559455.454209499,"1",1,196,"1"
16,"0",675038.702728178,"0",2,309,"0"
23,"0",689879.233939723,"1",4,323,"0"
20,"0",899903.443830266,"1",5,460,"1"
29,"0",561763.402862206,"1",5,219,"1"
27,"0",678583.787175626,"1",1,348,"0"
42,"0",484397.618423082,"1",2,223,"0"
26,"0",768472.372798825,"0",1,412,"0"
33,"0",822847.416365505,"1",2,465,"0"
32,"0",435831.854754784,"1",4,149,"0"
16,"1",914405.265325196,"0",4,492,"1"
42,"0",750307.749602286,"1",2,418,"1"
46,"0",245122.406352302,"0",1,57,"0"
20,"1",745805.164970403,"1",5,374,"0"
20,"0",565949.465082427,"0",2,236,"0"
40,"0",626579.848530946,"1",2,319,"1"
47,"1",663502.295260479,"1",2,396,"0"
23,"1",677350.750880325,"1",5,319,"1"
15,"0",406254.39392253,"0",1,100,"1"
31,"0",743101.164941748,"0",4,382,"0"
33,"0",561087.729349156,"1",2,252,"1"
15,"0",541418.854268035,"1",5,172,"1"
42,"0",487631.367696391,"1",5,193,"1"
8,"0",577445.801748534,"1",3,200,"1"
36,"0",353206.906500467,"1",4,83,"1"
30,"0",367993.171178553,"0",2,96,"1"
14,"0",490433.159357222,"0",5,130,"1"
30,"1",736031.775265462,"1",2,403,"1"
9,"0",471150.829080036,"1",3,129,"0"
21,"0",510222.677191199,"0",4,180,"0"
4,"0",707001.027712956,"1",3,289,"1"
0,"0",776136.188690891,"1",2,341,"1"
15,"0",519750.432357305,"0",3,181,"0"
33,"0",542676.397284736,"1",2,237,"1"
14,"0",772110.537302509,"0",1,389,"0"
43,"0",281161.664946061,"0",3,52,"1"
6,"1",649494.748102283,"1",5,257,"1"
18,"0",665650.24899808,"1",2,308,"0"
28,"0",566722.323875517,"1",5,222,"1"
37,"0",584057.449491935,"1",2,289,"0"
11,"0",406845.20717017,"1",1,91,"1"
32,"0",441656.44728852,"0",2,158,"1"
50,"0",517828.3847086,"1",1,266,"1"
13,"0",622341.373767055,"1",3,254,"0"
50,"0",756445.309271825,"0",5,428,"0"
28,"0",592092.122703645,"1",2,264,"1"
25,"0",838013.805477967,"1",1,455,"1"
35,"0",551332.572809059,"1",4,244,"0"
2,"1",538187.466857148,"1",4,180,"0"
21,"0",466814.429567509,"1",3,154,"0"
7,"0",451489.224216217,"1",4,102,"0"
7,"0",561802.674228636,"1",2,202,"0"
33,"0",678133.399954164,"0",4,336,"0"
13,"0",811427.898886359,"0",1,407,"1"
39,"0",740396.657219025,"0",4,388,"1"
32,"0",345446.388669077,"1",4,68,"1"
23,"0",403915.015256532,"0",1,115,"1"
28,"1",775435.484743234,"1",1,436,"1"
26,"0",593212.388961464,"1",2,262,"1"
3,"1",821726.974030328,"1",2,406,"1"
45,"0",673480.519748728,"0",5,343,"1"
46,"0",343465.451950494,"0",1,132,"0"
39,"1",634622.763556147,"1",1,362,"0"
49,"0",839789.64748697,"0",4,497,"0"
50,"1",364502.473216339,"0",5,141,"1"
47,"0",320396.274115253,"1",5,86,"0"
19,"0",601477.118384154,"1",3,253,"0"
42,"1",324263.302483919,"0",3,116,"0"
0,"1",959830.783707337,"0",5,483,"1"
41,"1",349276.329632824,"0",3,123,"1"
23,"0",894163.746136788,"1",3,477,"1"
45,"0",645391.431580453,"1",1,352,"1"
46,"0",770927.140006798,"1",4,438,"0"
2,"0",713910.889251086,"1",5,275,"1"
6,"1",702116.361500436,"0",4,306,"1"
33,"0",632250.362514894,"0",3,299,"1"
14,"1",580962.93819145,"0",1,254,"1"
8,"0",592738.080546566,"1",2,219,"1"
14,"0",528400.043877999,"1",2,182,"1"
41,"0",374496.569424728,"0",1,145,"0"
22,"0",807459.782293639,"0",4,401,"1"
31,"0",318099.419590625,"0",2,62,"1"
15,"0",897881.344900588,"1",5,457,"0"
32,"0",710575.423084766,"1",1,382,"0"
40,"0",419128.000026349,"1",5,145,"0"
47,"0",764696.827005396,"0",5,418,"1"
4,"0",925235.392086996,"1",3,457,"1"
1,"0",525757.957628732,"1",3,144,"1"
20,"0",571289.799564299,"1",4,215,"1"
1,"0",668627.764905776,"1",4,257,"0"
23,"0",636837.418581702,"1",2,287,"1"
50,"1",448801.355060846,"1",3,230,"0"
32,"1",445205.279822953,"0",1,191,"1"
12,"0",503732.043606344,"1",3,153,"1"
5,"0",437181.830711653,"0",3,85,"1"
42,"0",401440.029291084,"0",2,149,"1"
49,"0",509345.139059687,"1",3,252,"0"
29,"0",770580.990425246,"1",1,412,"1"
34,"0",497902.730289039,"0",1,223,"0"
31,"0",543896.9773296,"1",3,237,"0"
29,"0",596073.29886375,"1",1,278,"1"
42,"0",487684.656769862,"1",3,219,"0"
4,"1",693696.447195062,"1",3,312,"0"
48,"0",392049.527476296,"0",5,134,"1"
28,"1",868445.055010863,"1",4,493,"0"
27,"0",605031.86595691,"1",3,274,"0"
17,"0",630511.683851708,"0",2,279,"0"
36,"0",537743.14894305,"1",3,233,"1"
16,"0",526779.750128737,"1",4,181,"0"
47,"1",248493.460684657,"0",4,51,"1"
19,"0",646680.674536306,"0",4,280,"0"
42,"0",784997.128128147,"1",1,463,"0"
5,"0",645434.60549187,"0",2,252,"1"
8,"1",496626.621553031,"0",1,185,"0"
22,"0",745774.688462784,"1",2,368,"1"
49,"0",751671.917873434,"1",4,429,"0"
47,"0",371826.479055617,"0",2,138,"1"
26,"1",674943.961885936,"1",2,357,"0"
3,"0",706934.007618122,"1",1,302,"1"
13,"1",609774.307694743,"1",5,244,"1"
44,"0",409627.900237359,"1",3,162,"0"
45,"0",637624.238861145,"1",5,314,"1"
2,"0",948897.09262396,"1",5,456,"1"
46,"0",538373.410897671,"1",5,242,"1"
49,"0",817380.895923458,"1",4,472,"1"
22,"0",492235.928351499,"0",2,173,"1"
12,"1",517194.603192073,"1",5,170,"1"
45,"1",612150.268588937,"0",2,352,"0"
36,"0",337819.511338686,"0",1,104,"0"
48,"0",656413.455717794,"1",5,347,"0"
26,"1",645179.153321933,"1",4,309,"1"
29,"0",844153.359881868,"1",1,468,"1"
30,"0",504289.344726947,"1",2,201,"1"
11,"1",887148.297711791,"1",5,452,"1"
40,"0",836617.860328856,"1",2,480,"1"
29,"0",701058.571210116,"1",4,345,"0"
25,"0",423459.39902104,"1",3,130,"0"
37,"0",656806.441371323,"0",5,312,"1"
46,"1",482169.718854423,"1",2,244,"1"
43,"1",493728.07073928,"0",2,256,"0"
12,"0",669606.544317509,"1",4,282,"0"
26,"0",766015.676620129,"0",2,394,"1"
48,"0",512474.905533712,"1",2,259,"0"
1,"1",427505.301275473,"1",1,106,"1"
27,"0",697335.478694948,"1",1,351,"1"
36,"0",527826.365089278,"1",3,226,"1"
10,"1",352849.990062866,"0",1,69,"1"
46,"0",766242.957815622,"1",4,424,"1"
14,"0",899912.428906716,"0",4,464,"0"
4,"0",613099.203786551,"1",3,228,"0"
31,"1",561699.977458857,"1",2,271,"1"
43,"0",487998.093870645,"1",3,213,"1"
28,"0",804213.237872405,"0",5,413,"0"
36,"0",650160.902350658,"1",4,322,"0"
5,"0",489923.114698516,"1",3,135,"0"
46,"0",645340.729102357,"0",1,363,"0"
19,"0",369178.094873748,"0",1,81,"1"
46,"0",558681.439014377,"0",1,288,"1"
0,"0",905542.906506412,"1",1,449,"1"
3,"0",552231.538115451,"1",4,172,"0"
23,"0",409149.731859807,"0",2,122,"0"
24,"0",510923.488023628,"1",4,177,"1"
22,"0",570834.60065875,"1",1,242,"1"
5,"0",589772.022134016,"1",1,227,"0"
48,"0",693525.723019609,"1",2,389,"1"
38,"0",326435.136577643,"1",4,77,"0"
12,"1",882404.704735899,"1",2,484,"0"
27,"0",764429.799111264,"1",5,382,"0"
38,"0",285257.20335182,"0",2,52,"1"
21,"0",877839.54433681,"0",1,476,"1"
11,"0",882114.175164366,"1",2,449,"1"
14,"1",772508.998144447,"1",4,387,"0"
47,"0",274921.13899026,"1",4,58,"0"
38,"0",284443.403163198,"0",1,68,"0"
46,"1",427815.17757972,"1",1,210,"1"
40,"0",338799.216127119,"1",3,91,"1"
23,"0",780851.335474623,"1",4,383,"1"
31,"0",639254.451333776,"1",4,301,"0"
19,"1",456543.631012317,"0",4,157,"0"
43,"1",614798.954141201,"0",5,327,"0"
42,"1",667374.027514928,"1",3,370,"1"
14,"0",620935.592934427,"1",5,241,"0"
8,"0",872890.270981029,"0",3,436,"0"
5,"0",481211.901393551,"1",3,119,"1"
20,"0",904481.628516971,"1",4,471,"1"
23,"0",841166.683875969,"1",2,455,"0"
19,"0",773570.265132989,"0",1,400,"0"
43,"0",593573.427361219,"1",5,277,"1"
21,"0",591150.901622448,"1",1,255,"1"
46,"0",597460.079806048,"1",1,328,"0"
27,"0",382556.873049773,"0",5,78,"1"
16,"0",497907.525281615,"0",3,166,"0"
17,"0",643363.838473547,"1",5,264,"0"
24,"1",408269.661068665,"0",4,131,"0"
38,"1",528998.19669821,"1",4,255,"0"
2,"0",869722.389273206,"1",5,396,"1"
24,"0",724501.296807425,"1",2,367,"0"
31,"1",424032.612731617,"0",4,150,"1"
30,"1",309349.93659503,"0",1,82,"1"
25,"0",376016.660540888,"0",1,109,"0"
37,"1",784628.529443401,"1",4,441,"1"
11,"1",889056.532722167,"1",3,479,"0"
37,"0",876038.425103943,"0",3,496,"1"
33,"1",344140.588848603,"0",2,119,"0"
11,"1",673367.539117324,"0",5,297,"0"
5,"0",704119.71086221,"1",4,282,"1"
41,"0",493026.274729184,"1",2,216,"1"
40,"0",825010.710668685,"1",5,450,"1"
10,"1",888024.170838133,"1",2,474,"1"
15,"0",455983.98301396,"0",2,129,"1"
18,"1",490251.062004699,"0",4,170,"1"
14,"0",625986.80543006,"1",3,260,"0"
11,"0",713725.026450298,"1",1,335,"0"
21,"0",438529.748468771,"1",5,117,"0"
7,"0",745063.009121644,"1",5,310,"1"
6,"0",527306.898420537,"1",5,151,"0"
38,"0",533840.517044544,"0",5,220,"1"
5,"0",524421.535659497,"1",5,137,"1"
4,"0",715481.314661241,"1",5,290,"0"
15,"0",873657.952462668,"1",4,435,"1"
14,"0",481935.086151824,"0",3,149,"0"
19,"1",738514.309116398,"1",4,363,"1"
15,"0",801766.053329938,"0",5,372,"1"
45,"0",299598.789660422,"1",3,71,"1"
15,"1",562714.826148132,"1",2,245,"0"
11,"0",393067.563980164,"0",2,73,"1"
7,"0",565436.28870301,"0",2,205,"0"
17,"0",449098.048308385,"1",4,124,"0"
1,"0",769668.900536942,"1",5,324,"0"
5,"0",890693.227496793,"1",1,448,"1"
20,"1",820614.134505352,"1",3,446,"0"
22,"1",587279.65612711,"1",5,246,"1"
33,"0",448888.22873683,"1",4,151,"1"
50,"0",669213.986564331,"0",5,351,"1"
2,"0",678938.403239654,"0",1,279,"1"
47,"0",486038.791136166,"1",3,229,"0"
24,"0",706234.677515943,"1",3,335,"1"
19,"0",477956.914198766,"1",3,157,"0"
10,"0",447298.437902125,"1",3,104,"1"
18,"0",580119.125774774,"1",3,225,"1"
5,"0",959243.534283906,"1",5,479,"0"
41,"0",810472.017388033,"1",1,470,"1"
21,"1",854000.303423373,"1",1,490,"0"
40,"0",352155.758533581,"1",5,84,"1"
35,"1",708326.806854877,"1",5,370,"1"
8,"0",510534.393676855,"0",4,151,"0"
48,"1",689781.461516155,"1",3,409,"0"
25,"0",710039.275432686,"1",4,342,"0"
45,"0",356664.823541403,"1",5,99,"1"
49,"0",582981.840892648,"1",2,315,"0"
1,"0",820465.955867858,"1",1,385,"1"
25,"0",572599.511911427,"0",3,235,"1"
36,"1",698121.326649448,"1",2,398,"0"
22,"0",538765.858610679,"1",2,209,"1"
43,"0",616221.796485784,"1",1,334,"0"
15,"0",765735.360464041,"1",4,362,"0"
8,"0",846180.06156313,"0",2,423,"0"
23,"0",678334.950817849,"1",2,319,"1"
47,"1",607239.990993996,"0",5,321,"1"
24,"0",880622.384168179,"1",5,463,"0"
31,"0",566194.515097571,"1",1,260,"1"
28,"0",469665.41607743,"0",1,187,"0"
27,"0",543131.171752198,"1",5,213,"0"
39,"1",388528.476954926,"0",4,141,"1"
45,"0",458056.102664735,"1",1,218,"0"
36,"0",268578.635996186,"0",1,51,"0"
12,"0",865069.449181876,"1",2,447,"0"
3,"0",472722.284311486,"1",5,92,"1"
13,"1",742330.991004777,"0",5,346,"1"
22,"1",851483.510891131,"0",4,457,"1"
34,"0",876781.721908172,"1",2,497,"1"
6,"1",923613.905208716,"0",2,491,"1"
33,"0",706738.143553455,"1",3,356,"1"
44,"0",269419.610104163,"0",2,62,"0"
42,"1",439360.594426456,"0",3,205,"0"
1,"0",790078.476716248,"1",4,339,"1"
24,"0",647882.895300619,"1",1,314,"0"
7,"1",379882.044195372,"1",5,63,"0"
17,"0",797910.710006004,"0",5,374,"1"
32,"0",690533.202622533,"0",3,342,"1"
22,"0",447470.71742013,"1",3,141,"0"
6,"0",965935.44609509,"1",4,486,"1"
30,"1",409860.198032433,"0",5,128,"1"
33,"0",464116.354567426,"1",5,154,"1"
20,"1",363466.826266691,"0",4,78,"1"
22,"0",592677.837822299,"1",2,261,"0"
13,"1",767692.224019213,"0",2,388,"1"
42,"0",571362.089694865,"0",3,274,"1"
8,"0",808625.155168307,"1",2,385,"1"
50,"0",786932.70850449,"1",4,460,"0"
23,"1",834975.960829471,"1",1,469,"1"
28,"0",694041.62304828,"0",5,320,"1"
41,"0",382682.974838494,"0",1,140,"1"
41,"1",397548.686280325,"0",1,186,"0"
30,"1",485175.261253337,"0",4,203,"0"
35,"0",601532.812922011,"1",3,289,"0"
14,"1",454599.01884599,"1",2,150,"1"
4,"1",429057.139716734,"1",2,117,"0"
15,"0",613252.03332552,"1",1,267,"0"
17,"0",449772.969685488,"0",1,138,"1"
11,"0",910127.891551016,"1",2,479,"0"
23,"0",743989.857682534,"0",4,354,"1"
9,"0",833855.443627148,"1",5,382,"1"
19,"0",366666.869494765,"1",3,62,"1"
40,"0",318513.974072043,"1",4,67,"1"
21,"0",562525.030358075,"1",1,243,"0"
47,"0",365154.911122774,"1",4,127,"0"
10,"0",531088.836729614,"1",1,184,"1"
21,"0",853844.069576029,"1",4,435,"1"
26,"0",381941.835504187,"0",3,90,"1"
46,"0",453564.583226929,"1",3,192,"1"
37,"1",380778.319795787,"0",5,122,"1"
20,"0",522067.896478839,"1",5,168,"1"
29,"0",859209.00096355,"1",3,464,"1"
14,"0",523955.735826846,"0",2,189,"0"
33,"0",341577.948453116,"0",5,59,"1"
31,"0",452245.780920303,"1",4,147,"1"
13,"1",590131.893436142,"1",3,243,"1"
26,"0",896547.525543091,"0",3,496,"0"
11,"0",721186.988297449,"0",5,311,"0"
9,"0",945643.98624382,"1",3,485,"1"
25,"0",574611.513877547,"1",1,251,"1"
8,"0",527657.805608906,"0",1,186,"0"
0,"0",910593.579977489,"1",5,423,"1"
11,"0",877526.162845796,"1",4,428,"1"
23,"0",521593.598899684,"1",3,191,"1"
47,"0",782812.076134554,"1",5,431,"1"
0,"0",857659.59474839,"1",1,412,"1"
30,"0",729455.494024653,"0",2,375,"1"
49,"1",625234.83144209,"1",3,354,"1"
49,"0",278638.180464459,"0",2,72,"1"
19,"0",916046.492519739,"1",3,494,"0"
15,"0",722314.823155144,"1",2,334,"1"
35,"0",389314.323403768,"1",3,118,"1"
34,"1",287027.87667976,"0",1,74,"1"
27,"0",427863.027945202,"0",4,121,"1"
23,"0",391127.188688601,"0",2,99,"1"
16,"0",933169.973143366,"1",3,491,"1"
39,"0",468512.548365107,"1",4,179,"1"
15,"1",544532.035589646,"1",1,238,"0"
4,"0",808275.324831297,"0",5,363,"0"
24,"0",594878.621283694,"1",1,265,"1"
14,"1",367429.608380638,"1",1,91,"1"
8,"0",875569.542433631,"1",4,421,"1"
14,"0",784756.185214833,"1",3,373,"1"
38,"0",393497.880216379,"0",1,152,"0"
14,"1",821497.819864976,"0",5,419,"0"
28,"0",598321.409615059,"1",4,264,"0"
4,"1",625765.524953779,"1",3,251,"1"
41,"0",325389.12706219,"1",5,75,"0"
2,"1",494300.569358951,"1",4,137,"1"
21,"0",513564.15422462,"1",4,173,"1"
19,"0",781522.141050655,"1",2,390,"1"
22,"0",407098.402835955,"0",1,115,"1"
3,"0",945796.266644328,"1",4,463,"1"
37,"0",480702.618415947,"1",1,207,"1"
19,"1",474258.672007814,"0",3,168,"1"
30,"0",863756.571917674,"1",2,478,"1"
28,"0",410573.029773355,"1",3,127,"0"
35,"0",870259.817775097,"1",4,489,"0"
23,"0",573527.064477765,"1",1,246,"1"
7,"0",787045.722054044,"1",5,352,"0"
44,"0",392675.997645553,"0",1,155,"1"
32,"1",703348.211526009,"1",3,375,"1"
11,"1",356017.75507452,"1",1,74,"1"
4,"0",504923.933597055,"1",2,150,"0"
6,"0",768090.140481483,"1",5,327,"1"
12,"0",489665.623745687,"0",5,135,"0"
21,"0",830890.389008632,"1",3,423,"1"
27,"0",452350.357437265,"0",2,153,"1"
3,"0",604235.167484113,"1",1,233,"0"
36,"0",512455.532184639,"1",1,239,"0"
33,"0",736868.009252323,"1",2,388,"1"
19,"1",444520.771248131,"0",1,170,"0"
32,"0",642703.52093048,"1",4,297,"1"
17,"0",664375.219791095,"1",4,288,"0"
19,"0",677588.648792912,"1",4,304,"0"
5,"0",545592.803036627,"1",1,193,"0"
43,"0",346220.504400538,"0",2,119,"0"
22,"0",625795.779068914,"1",1,294,"0"
14,"1",740392.051704649,"0",2,378,"0"
3,"0",927866.449912667,"0",1,473,"1"
46,"0",749538.450224718,"1",1,435,"1"
17,"0",384824.543355148,"0",2,80,"1"
7,"0",821210.387152977,"1",5,370,"1"
24,"0",789239.821117739,"1",4,401,"0"
49,"0",491747.04066862,"1",4,230,"0"
11,"0",418528.405210834,"1",2,92,"1"
2,"1",507962.652083124,"0",1,171,"1"
50,"1",531940.454536357,"1",2,301,"0"
24,"1",405430.011340807,"0",2,134,"1"
17,"0",553852.824241858,"1",1,216,"1"
4,"0",932036.133100493,"1",3,463,"1"
39,"0",307216.161485779,"0",1,78,"1"
14,"0",559686.268794743,"0",5,184,"1"
27,"0",803850.534608647,"1",3,416,"1"
8,"0",484828.156754506,"1",5,123,"0"
19,"0",596888.463406566,"1",5,234,"0"
23,"0",623218.064443386,"1",5,254,"1"
9,"0",709230.99066914,"0",4,304,"0"
18,"0",405542.818596378,"0",1,105,"1"
43,"0",440637.63331764,"0",2,182,"1"
4,"0",955125.344649459,"1",2,496,"0"
45,"0",805794.489155423,"1",3,459,"1"
12,"0",471414.566574146,"1",3,136,"0"
47,"0",526749.27555744,"1",2,258,"1"
15,"0",651058.804218203,"1",2,289,"0"
43,"0",305036.53589839,"1",5,64,"0"
15,"0",837746.581781168,"1",2,423,"1"
24,"0",686681.052825197,"1",5,306,"1"
23,"0",808743.125835146,"1",5,397,"1"
19,"0",522060.750238997,"0",2,200,"0"
42,"0",740731.325786304,"0",5,387,"1"
19,"0",478460.327854105,"0",1,173,"0"
41,"1",564359.045870922,"1",5,274,"1"
10,"1",585278.937163095,"1",2,241,"1"
37,"0",423201.352483786,"1",5,141,"0"
23,"0",557139.896012456,"0",2,225,"1"
19,"0",786227.836248814,"0",2,394,"1"
10,"0",482618.487169497,"0",4,134,"0"
32,"0",803045.977078768,"1",5,421,"0"
18,"0",387672.99916993,"1",5,61,"1"
9,"1",677394.186251348,"1",2,319,"0"
21,"0",836826.733096717,"0",5,413,"1"
21,"0",504881.743056352,"0",1,187,"1"
12,"0",718073.048417265,"1",1,331,"1"
42,"0",413847.698437181,"0",3,161,"0"
47,"0",571895.77996182,"1",5,269,"1"
22,"0",660361.002426403,"0",5,290,"0"
21,"0",480668.697961346,"1",5,150,"0"
13,"0",885035.215217831,"1",2,455,"1"
9,"1",608468.729042374,"1",1,264,"1"
0,"1",686741.666111073,"1",5,272,"1"
31,"0",850115.436929611,"0",1,478,"1"
4,"0",605390.007536792,"0",4,214,"0"
16,"0",763034.138839782,"0",1,385,"0"
46,"0",381953.552118411,"0",1,153,"1"
41,"0",516784.474937604,"1",3,228,"1"
28,"0",641944.339575552,"1",3,295,"1"
23,"0",524112.110313747,"0",1,219,"0"
44,"1",724547.891887131,"1",4,421,"0"
6,"0",619413.703617864,"1",5,211,"1"
33,"0",513803.496794737,"1",3,217,"0"
20,"1",600947.746800339,"0",4,260,"1"
32,"0",374007.923873949,"0",2,105,"1"
19,"1",695492.674511502,"0",2,356,"0"
19,"1",617351.277247281,"1",1,303,"0"
10,"1",826050.418767902,"1",5,413,"0"
32,"0",718931.417424038,"1",2,381,"0"
1,"1",562411.440985573,"1",2,211,"0"
8,"0",661185.957877397,"1",1,288,"0"
30,"0",326597.851564149,"0",1,72,"1"
5,"0",529444.949431622,"1",1,180,"0"
0,"1",686588.189015791,"0",1,312,"0"
45,"0",571397.996367762,"1",1,296,"1"
27,"1",335498.301718673,"0",4,83,"0"
46,"0",852109.719575249,"1",5,483,"1"
41,"0",511540.784060193,"1",3,236,"0"
50,"0",683052.93641033,"1",3,377,"1"
33,"1",280445.817731132,"0",1,68,"1"
41,"0",653704.954270644,"1",4,326,"1"
48,"0",822390.841895674,"0",2,499,"0"
4,"1",803726.942864391,"0",4,389,"0"
24,"1",694397.015688513,"1",2,358,"1"
39,"0",750614.72140008,"0",4,406,"0"
25,"0",759576.049409551,"0",2,387,"1"
50,"1",395816.18575183,"0",4,172,"1"
14,"0",536105.702358874,"1",2,189,"1"
40,"0",545171.516936829,"1",2,254,"1"
36,"0",684296.828847319,"1",3,346,"1"
17,"1",763871.110925914,"1",1,412,"0"
14,"0",650415.115496164,"1",2,276,"1"
48,"0",582171.234929088,"1",5,280,"1"
18,"0",538488.051971925,"1",3,193,"1"
40,"1",746940.92476761,"1",3,427,"1"
27,"0",869249.894565835,"1",1,484,"1"
29,"0",325854.404329188,"1",3,53,"1"
27,"0",391093.158211977,"1",5,83,"1"
40,"0",752161.78749853,"1",4,410,"0"
10,"0",527136.278665122,"0",4,166,"0"
46,"0",627824.787266864,"1",2,334,"1"
18,"1",584893.489750198,"1",5,235,"1"
32,"0",543081.875316869,"1",2,237,"1"
28,"0",599180.845221561,"0",4,255,"1"
16,"0",595479.807359059,"0",1,257,"0"
43,"0",801117.581133484,"0",1,478,"0"
37,"0",515299.974128178,"1",4,211,"1"
27,"0",619800.916689211,"0",5,270,"0"
30,"0",531736.193202025,"1",3,216,"1"
33,"0",486731.184866049,"1",1,203,"1"
16,"0",564961.269717111,"1",5,193,"1"
13,"0",415062.97848211,"1",1,101,"1"
38,"0",418188.399807107,"1",3,145,"1"
41,"0",742200.156783734,"1",3,403,"1"
17,"0",459600.751570415,"0",1,152,"0"
16,"0",384340.203538777,"1",5,62,"0"
31,"1",715184.538155934,"1",2,389,"1"
9,"0",817732.427921737,"1",5,380,"0"
0,"0",799422.237549977,"1",2,369,"0"
13,"0",361259.321018136,"0",1,61,"1"
29,"0",397819.748794723,"1",4,102,"1"
35,"1",367800.041117814,"0",2,140,"0"
36,"0",512008.840873962,"1",2,230,"0"
